manufacturer,year,model,total_range_in_mls,electric_consumption,electric_storage,analogue_consumption,analogue_storage,emission_value,min_price,max_price,car_type
Ford,2021,F150 Pickup 4WD,338,0,0.0,21,24.5,225,35040.0,39460.0,Regular Gasoline
Ford,2019,F150 Pickup 4WD,338,0,0.0,21,29.5,225,35040.0,39460.0,Regular Gasoline
Ford,2023,Ranger 4WD,338,0,0.0,21,18.0,225,33340.0,36965.0,Regular Gasoline
Ford,2022,Ranger 4WD,338,0,0.0,21,18.0,225,33340.0,36965.0,Regular Gasoline
Ford,2021,Explorer Timberline AWD,460,0,0.0,21,17.9,237,,,Regular Gasoline
Ford,2024,Explorer Timberline AWD,345,0,0.0,21,17.9,237,20995.0,26860.0,Regular Gasoline
Ford,2023,Explorer Timberline AWD,460,0,0.0,21,17.9,240,22595.0,28355.0,Regular Gasoline
Ford,2022,Explorer Timberline AWD,345,0,0.0,21,17.9,286,14260.0,15790.0,Regular Gasoline
Ford,2024,Explorer RWD,460,0,0.0,21,17.9,293,27025.0,30735.0,Regular Gasoline
Ford,2023,Explorer RWD,345,0,0.0,21,20.2,293,24885.0,29205.0,Regular Gasoline
Ford,2022,Explorer RWD,460,0,0.0,21,20.2,294,14260.0,15790.0,Regular Gasoline
Ford,2021,Explorer RWD,345,0,0.0,21,20.2,299,29345.0,30340.0,Regular Gasoline
Ford,2019,Taurus FWD,338,0,0.0,21,19.0,299,28000.0,37465.0,Regular Gasoline
Ford,2019,Taurus FWD FFV,338,0,0.0,21,19.0,297,24885.0,29265.0,Regular Gasoline
Ford,2019,Explorer AWD,358,0,0.0,21,18.6,318,20395.0,26895.0,Regular Gasoline
Ford,2023,F150 Pickup 2WD,358,0,0.0,21,29.5,318,19995.0,26265.0,Regular Gasoline
Ford,2019,F150 Pickup 2WD,358,0,0.0,21,29.5,316,19995.0,26160.0,Regular Gasoline
Ford,2023,F150 Pickup 2WD,404,0,0.0,21,29.5,322,52530.0,52530.0,Regular Gasoline
Ford,2024,Bronco 4WD,404,0,0.0,20,18.0,317,31515.0,38460.0,Regular Gasoline
Ford,2024,Bronco 4WD,358,0,0.0,20,18.0,317,29500.0,38460.0,Regular Gasoline
Ford,2023,Bronco 4WD,358,0,0.0,20,18.0,318,28525.0,37145.0,Regular Gasoline
Ford,2023,Bronco 4WD,404,0,0.0,20,18.0,318,26385.0,36155.0,Regular Gasoline
Ford,2022,Bronco 4WD,404,0,0.0,20,18.0,319,26385.0,36835.0,Regular Gasoline
Ford,2022,Bronco 4WD,404,0,0.0,20,18.0,317,17625.0,21340.0,Regular Gasoline
Ford,2023,F150 Pickup 2WD FFV,404,0,0.0,20,29.5,324,53005.0,53005.0,Regular Gasoline
Ford,2024,Ranger 4WD,404,0,0.0,20,0.0,324,52060.0,52375.0,Regular Gasoline
Ford,2023,F150 Pickup 4WD FFV,404,0,0.0,20,29.5,324,,,Regular Gasoline
Ford,2022,F150 Pickup 4WD FFV,460,0,0.0,20,24.5,327,23170.0,34450.0,Regular Gasoline
Ford,2021,F150 Pickup 4WD FFV,460,0,0.0,20,24.5,327,22840.0,34340.0,Regular Gasoline
Ford,2024,Bronco 4WD,460,0,0.0,20,18.0,342,31230.0,38390.0,Regular Gasoline
Ford,2023,Bronco 4WD,460,0,0.0,20,18.0,342,29215.0,44655.0,Regular Gasoline
Ford,2023,Explorer Timberline AWD,460,0,0.0,20,17.9,342,28815.0,36590.0,Regular Gasoline
Ford,2022,Explorer Timberline AWD,460,0,0.0,20,17.9,342,27215.0,38160.0,Regular Gasoline
Ford,2024,Explorer RWD,460,0,0.0,20,17.9,342,53820.0,53820.0,Regular Gasoline
Ford,2023,Explorer RWD,460,0,0.0,20,20.2,342,,,Regular Gasoline
Ford,2022,Explorer RWD,460,0,0.0,20,20.2,344,,,Regular Gasoline
Ford,2024,Explorer AWD,460,0,0.0,20,17.9,344,,,Regular Gasoline
Ford,2024,Explorer AWD,460,0,0.0,20,17.9,344,,,Regular Gasoline
Ford,2023,Explorer AWD,460,0,0.0,20,20.2,344,27400.0,31600.0,Regular Gasoline
Ford,2023,Explorer AWD,345,0,0.0,20,20.2,344,27020.0,32250.0,Regular Gasoline
Ford,2022,Explorer AWD,460,0,0.0,20,20.2,344,26845.0,31595.0,Regular Gasoline
Ford,2022,Explorer AWD,345,0,0.0,20,20.2,347,,,Regular Gasoline
Ford,2021,Explorer AWD,360,0,0.0,20,20.2,348,34360.0,36475.0,Regular Gasoline
Ford,2020,Explorer AWD,436,0,0.0,20,20.2,347,30365.0,33975.0,Regular Gasoline
Ford,2022,F150 Pickup 2WD,327,0,0.0,20,24.5,341,31515.0,38460.0,Regular Gasoline
Ford,2021,F150 Pickup 2WD,460,0,0.0,20,24.5,340,29500.0,38460.0,Regular Gasoline
Ford,2023,F150 Pickup 4WD,460,0,0.0,20,29.5,342,26385.0,36155.0,Regular Gasoline
Ford,2021,F150 Pickup 4WD,345,0,0.0,20,24.5,342,26385.0,36835.0,Regular Gasoline
Ford,2019,F150 2.7L 4WD GVWR>6799 LBS,466,0,0.0,20,29.5,342,24105.0,32620.0,Regular Gasoline
Ford,2019,F150 4WD BASE PAYLOAD LT TIRE,372,0,0.0,20,29.5,342,23400.0,26315.0,Regular Gasoline
Ford,2024,F150 Pickup 4WD,279,0,0.0,20,29.5,342,,,Regular Gasoline
Ford,2023,F150 Pickup 4WD,404,0,0.0,20,29.5,341,30920.0,46015.0,Regular Gasoline
Ford,2022,F150 Pickup 4WD,404,0,0.0,20,24.5,347,28525.0,37145.0,Regular Gasoline
Ford,2021,F150 Pickup 4WD,358,0,0.0,20,24.5,349,,,Regular Gasoline
Ford,2020,F150 Pickup 4WD,268,0,0.0,20,29.5,352,,,Regular Gasoline
Ford,2020,F150 Pickup 4WD FFV,372,0,0.0,20,29.5,353,,,Regular Gasoline
Ford,2019,F150 Pickup 4WD FFV,460,0,0.0,20,29.5,353,24275.0,27700.0,Regular Gasoline
Ford,2019,Fusion AWD,460,0,0.0,20,18.0,353,24100.0,27045.0,Regular Gasoline
Ford,2023,Explorer FFV AWD,460,0,0.0,20,0.0,355,,,Regular Gasoline
Ford,2024,F150 Pickup 2WD,322,0,0.0,20,29.5,350,,,Regular Gasoline
Ford,2023,F150 Pickup 2WD FFV,460,0,0.0,20,29.5,353,,,Regular Gasoline
Ford,2019,Expedition 2WD,322,0,0.0,20,23.3,353,,,Regular Gasoline
Ford,2019,Explorer 2WD FFV,460,0,0.0,20,18.6,355,29365.0,31540.0,Regular Gasoline
Ford,2023,Explorer AWD,460,0,0.0,20,20.2,350,24665.0,27080.0,Regular Gasoline
Ford,2023,Explorer AWD,321,0,0.0,20,20.2,355,32790.0,35965.0,Regular Gasoline
Ford,2024,Explorer FFV AWD,342,0,0.0,20,17.9,355,,,Regular Gasoline
Ford,2019,Explorer FWD,342,0,0.0,20,18.6,351,22040.0,28395.0,Regular Gasoline
Ford,2022,F150 Pickup 2WD,342,0,0.0,20,24.5,355,21990.0,28345.0,Regular Gasoline
Ford,2021,F150 Pickup 2WD,321,0,0.0,20,24.5,355,21590.0,27715.0,Regular Gasoline
Ford,2022,F150 Pickup 2WD FFV,437,0,0.0,20,24.5,355,21590.0,27610.0,Regular Gasoline
Ford,2021,F150 Pickup 2WD FFV,322,0,0.0,20,24.5,361,55005.0,55005.0,Regular Gasoline
Ford,2023,F150 Pickup 4WD,437,0,0.0,20,29.5,361,54060.0,54060.0,Regular Gasoline
Ford,2022,F150 Pickup 4WD,322,0,0.0,20,24.5,361,50105.0,52105.0,Regular Gasoline
Ford,2022,Bronco 4WD,437,0,0.0,19,18.0,361,54725.0,54725.0,Regular Gasoline
Ford,2023,Ranger Tremor 4WD,322,0,0.0,19,18.0,350,27770.0,43365.0,Regular Gasoline
Ford,2022,Ranger Tremor 4WD,361,0,0.0,19,18.0,350,27470.0,43065.0,Regular Gasoline
Ford,2021,Ranger Tremor 4WD,361,0,0.0,19,18.0,412,28155.0,55220.0,Diesel
Ford,2021,Bronco 4WD,285,0,0.0,19,18.0,360,29995.0,38760.0,Regular Gasoline
Ford,2023,F150 Pickup 2WD FFV,441,0,0.0,19,29.5,360,24105.0,32620.0,Regular Gasoline
Ford,2022,F150 Pickup 2WD FFV,441,0,0.0,19,24.5,356,34855.0,34855.0,Regular Gasoline
Ford,2021,F150 Pickup 2WD FFV,441,0,0.0,19,24.5,356,,,Regular Gasoline
Ford,2019,Taurus AWD,475,0,0.0,19,19.0,354,27470.0,43065.0,Regular Gasoline
Ford,2019,Taurus AWD FFV,475,0,0.0,19,19.0,356,27155.0,40120.0,Regular Gasoline
Ford,2024,Expedition 2WD,570,0,0.0,19,23.2,354,27155.0,40120.0,Regular Gasoline
Ford,2023,Expedition 2WD,570,0,0.0,19,23.2,354,26670.0,39630.0,Regular Gasoline
Ford,2022,Expedition 2WD,538,0,0.0,19,23.2,355,26395.0,39355.0,Regular Gasoline
Ford,2021,Expedition 2WD,437,0,0.0,19,25.0,355,23170.0,34450.0,Regular Gasoline
Ford,2020,Expedition 2WD,437,0,0.0,19,25.0,361,22840.0,34340.0,Regular Gasoline
Ford,2021,Expedition MAX 2WD,322,0,0.0,19,30.0,355,22840.0,34340.0,Regular Gasoline
Ford,2020,Expedition MAX 2WD,437,0,0.0,19,30.0,359,26395.0,39355.0,Regular Gasoline
Ford,2019,Expedition MAX 2WD,299,0,0.0,19,28.3,368,,,Regular Gasoline
Ford,2020,F150 Pickup 2WD,437,0,0.0,19,29.5,370,28000.0,34120.0,Regular Gasoline
Ford,2020,F150 Pickup 2WD FFV,437,0,0.0,19,29.5,424,,,Diesel
Ford,2019,F150 Pickup 2WD FFV,437,0,0.0,19,29.5,370,,,Regular Gasoline
Ford,2023,F150 Pickup 4WD,437,0,0.0,19,29.5,364,23170.0,34450.0,Regular Gasoline
Ford,2022,F150 Pickup 4WD,475,0,0.0,19,24.5,363,27770.0,43365.0,Regular Gasoline
Ford,2021,F150 Pickup 4WD,475,0,0.0,19,24.5,364,26670.0,39630.0,Regular Gasoline
Ford,2019,F150 Pickup 4WD,443,0,0.0,19,29.5,369,32750.0,38940.0,Regular Gasoline
Ford,2021,Expedition 4WD,437,0,0.0,19,25.0,369,31100.0,38100.0,Regular Gasoline
Ford,2020,Expedition 4WD,437,0,0.0,19,25.0,369,24105.0,32620.0,Regular Gasoline
Ford,2019,Expedition 4WD,345,0,0.0,19,23.3,369,,,Regular Gasoline
Ford,2019,F150 2WD BASE PAYLOAD LT TIRE,437,0,0.0,19,29.5,420,28745.0,55820.0,Diesel
Ford,2019,F150 4WD FFV BASE PAYLOAD LT,437,0,0.0,19,29.5,371,27770.0,43365.0,Regular Gasoline
Ford,2020,F150 Pickup 2WD Limited,437,0,0.0,19,29.5,373,27470.0,43065.0,Regular Gasoline
Ford,2019,F150 Pickup 2WD Limited,322,0,0.0,19,29.5,373,27155.0,40120.0,Regular Gasoline
Ford,2023,F150 Pickup 4WD FFV,437,0,0.0,19,29.5,368,,,Regular Gasoline
Ford,2019,F150 3.5L 2WD GVWR>7599 LBS,437,0,0.0,19,29.5,370,36760.0,54670.0,Regular Gasoline
Ford,2020,F150 Pickup 4WD Limited,437,0,0.0,19,29.5,370,36760.0,54220.0,Regular Gasoline
Ford,2019,F150 Pickup 4WD Limited,304,0,0.0,19,29.5,370,35510.0,53775.0,Regular Gasoline
Ford,2020,Mustang,304,0,0.0,19,16.0,373,32925.0,52730.0,Regular Gasoline
Ford,2019,Mustang,414,0,0.0,19,16.0,373,32925.0,52730.0,Regular Gasoline
Ford,2022,Explorer FFV AWD,283,0,0.0,19,0.0,370,32765.0,48380.0,Regular Gasoline
Ford,2024,F150 Pickup 2WD,437,0,0.0,19,29.5,424,,,Diesel
Ford,2024,F150 Pickup 4WD,437,0,0.0,19,29.5,430,,,Diesel
Ford,2024,F150 Pickup 4WD,437,0,0.0,19,29.5,424,32800.0,58645.0,Diesel
Ford,2024,Mustang,361,0,0.0,19,0.0,379,55820.0,55820.0,Regular Gasoline
Ford,2019,Taurus AWD,441,0,0.0,19,19.0,379,54375.0,54375.0,Regular Gasoline
Ford,2023,Expedition 2WD,441,0,0.0,19,23.2,381,84910.0,84910.0,Regular Gasoline
Ford,2022,Expedition 2WD,414,0,0.0,19,23.2,386,,,Regular Gasoline
Ford,2021,Explorer FFV AWD,283,0,0.0,19,0.0,387,,,Regular Gasoline
Ford,2020,Explorer FFV AWD,414,0,0.0,19,0.0,380,38365.0,47205.0,Regular Gasoline
Ford,2019,Flex FWD,283,0,0.0,19,18.6,380,38365.0,47205.0,Regular Gasoline
Ford,2019,Explorer AWD,353,0,0.0,19,18.6,380,37945.0,46485.0,Regular Gasoline
Ford,2022,F150 Pickup 4WD FFV,353,0,0.0,19,24.5,380,37945.0,46485.0,Regular Gasoline
Ford,2021,F150 Pickup 4WD FFV,437,0,0.0,19,24.5,380,34745.0,43600.0,Regular Gasoline
Ford,2023,Mustang,299,0,0.0,19,16.0,384,33095.0,43265.0,Regular Gasoline
Ford,2022,Mustang,437,0,0.0,19,15.9,384,33095.0,43265.0,Regular Gasoline
Ford,2021,Mustang,299,0,0.0,19,15.5,377,31990.0,42355.0,Regular Gasoline
Ford,2021,Ranger 2WD Incomplete,304,0,0.0,18,18.0,385,28000.0,34120.0,Regular Gasoline
Ford,2020,Ranger 2WD Incomplete,302,0,0.0,18,18.0,386,31230.0,38390.0,Regular Gasoline
Ford,2019,Ranger 2WD Incomplete,294,0,0.0,18,18.1,387,29215.0,44655.0,Regular Gasoline
Ford,2024,Bronco Black Diamond 4WD,324,0,0.0,18,18.0,387,28815.0,36590.0,Regular Gasoline
Ford,2024,Bronco Black Diamond 4WD,324,0,0.0,18,18.0,387,27215.0,38160.0,Regular Gasoline
Ford,2023,Bronco Black Diamond 4WD,326,0,0.0,18,18.0,387,27400.0,37460.0,Regular Gasoline
Ford,2023,Bronco Black Diamond 4WD,304,0,0.0,18,18.0,387,25980.0,36030.0,Regular Gasoline
Ford,2022,Bronco Black Diamond 4WD,304,0,0.0,18,18.0,387,25070.0,35335.0,Regular Gasoline
Ford,2021,Bronco Black Diamond 4WD,304,0,0.0,18,18.0,387,24410.0,34675.0,Regular Gasoline
Ford,2021,Bronco Sasquatch 4WD,304,0,0.0,18,18.0,387,24300.0,34565.0,Regular Gasoline
Ford,2024,Bronco Sasquatch 4WD,304,0,0.0,18,18.0,384,27885.0,36450.0,Regular Gasoline
Ford,2023,Bronco Sasquatch 4WD,304,0,0.0,18,18.0,386,27775.0,40015.0,Regular Gasoline
Ford,2022,Bronco Sasquatch 4WD,304,0,0.0,18,18.0,382,37945.0,46485.0,Regular Gasoline
Ford,2022,Bronco Black Diamond 4WD,304,0,0.0,18,18.0,388,37945.0,46485.0,Regular Gasoline
Ford,2021,Bronco Black Diamond 4WD,304,0,0.0,18,18.0,383,34745.0,43600.0,Regular Gasoline
Ford,2022,Bronco Sasquatch 4WD,304,0,0.0,18,18.0,385,36760.0,54220.0,Regular Gasoline
Ford,2024,Expedition 4WD,304,0,0.0,18,23.2,386,35510.0,53775.0,Regular Gasoline
Ford,2023,Expedition 4WD,304,0,0.0,18,23.2,389,33270.0,48865.0,Regular Gasoline
Ford,2022,Expedition 4WD,304,0,0.0,18,23.2,386,33270.0,48865.0,Regular Gasoline
Ford,2019,Explorer AWD,418,0,0.0,18,18.6,386,32970.0,48565.0,Regular Gasoline
Ford,2019,Explorer AWD FFV,418,0,0.0,18,18.6,386,32970.0,48565.0,Regular Gasoline
Ford,2019,F150 4WD BASE PAYLOAD LT TIRE,418,0,0.0,18,29.5,387,32655.0,45620.0,Regular Gasoline
Ford,2020,F150 Pickup 4WD,335,0,0.0,18,29.5,387,32655.0,45620.0,Regular Gasoline
Ford,2023,F150 Pickup 4WD FFV,335,0,0.0,18,29.5,386,32170.0,45130.0,Regular Gasoline
Ford,2022,F150 Pickup 4WD FFV,260,0,0.0,18,24.5,387,32170.0,45130.0,Regular Gasoline
Ford,2021,F150 Pickup 4WD FFV,414,0,0.0,18,24.5,385,31895.0,44855.0,Regular Gasoline
Ford,2019,F150 Pickup 4WD FFV,414,0,0.0,18,29.5,389,31895.0,44855.0,Regular Gasoline
Ford,2019,Flex AWD,414,0,0.0,18,18.6,386,,,Regular Gasoline
Ford,2023,Expedition 4WD,322,0,0.0,18,23.2,386,,,Regular Gasoline
Ford,2022,Expedition 4WD,414,0,0.0,18,23.2,387,38760.0,56670.0,Regular Gasoline
Ford,2021,Expedition MAX 4WD,322,0,0.0,18,30.0,387,38760.0,56220.0,Regular Gasoline
Ford,2020,Expedition MAX 4WD,414,0,0.0,18,30.0,387,37510.0,55775.0,Regular Gasoline
Ford,2019,Expedition MAX 4WD,322,0,0.0,18,28.3,386,34925.0,54730.0,Regular Gasoline
Ford,2020,F150 2WD FFV BASE PAYLOAD LT,414,0,0.0,18,29.5,386,34925.0,54730.0,Regular Gasoline
Ford,2019,F150 2WD FFV BASE PAYLOAD LT,299,0,0.0,18,29.5,386,34765.0,58250.0,Regular Gasoline
Ford,2019,F150 3.5L 4WD GVWR>7599 LBS,335,0,0.0,18,29.5,446,33935.0,74600.0,Diesel
Ford,2023,F150 Pickup Tremor 4WD,418,0,0.0,18,29.5,387,33270.0,48865.0,Regular Gasoline
Ford,2023,F150 Pickup Tremor 4WD,418,0,0.0,18,29.5,386,32970.0,48565.0,Regular Gasoline
Ford,2022,F150 Pickup Tremor 4WD,540,0,0.0,18,24.5,386,32655.0,45620.0,Regular Gasoline
Ford,2022,F150 Pickup Tremor 4WD,540,0,0.0,18,24.5,386,,,Regular Gasoline
Ford,2021,F150 Pickup Tremor 4WD,509,0,0.0,18,24.5,387,,,Regular Gasoline
Ford,2021,F150 Pickup Tremor 4WD,414,0,0.0,18,24.5,386,,,Regular Gasoline
Ford,2024,Mustang,322,0,0.0,18,0.0,386,,,Regular Gasoline
Ford,2023,Mustang,414,0,0.0,18,16.0,389,,,Regular Gasoline
Ford,2022,Mustang,299,0,0.0,18,15.9,385,,,Regular Gasoline
Ford,2021,Mustang,414,0,0.0,18,15.5,402,32565.0,43525.0,Regular Gasoline
Ford,2020,Mustang,414,0,0.0,18,16.0,396,,,Regular Gasoline
Ford,2019,Mustang,414,0,0.0,18,16.0,396,,,Regular Gasoline
Ford,2019,Mustang Bullitt,414,0,0.0,18,16.0,397,,,Regular Gasoline
Ford,2020,Mustang Convertible,414,0,0.0,18,16.0,396,,,Regular Gasoline
Ford,2019,Mustang Convertible,414,0,0.0,18,16.0,397,,,Regular Gasoline
Ford,2024,Mustang,414,0,0.0,18,0.0,397,,,Regular Gasoline
Ford,2023,Mustang Convertible,288,0,0.0,18,16.0,397,,,Regular Gasoline
Ford,2022,Mustang Convertible,286,0,0.0,18,15.9,397,24275.0,27700.0,Regular Gasoline
Ford,2021,Mustang Convertible,279,0,0.0,18,15.5,396,24100.0,27045.0,Regular Gasoline
Ford,2023,Mustang Mach 1,288,0,0.0,18,16.0,397,24665.0,27080.0,Regular Gasoline
Ford,2022,Mustang Mach 1,288,0,0.0,18,16.0,404,38760.0,56220.0,Regular Gasoline
Ford,2021,Mustang Mach 1,288,0,0.0,18,16.0,404,37510.0,55775.0,Regular Gasoline
Ford,2020,F150 Pickup 4WD FFV,288,0,0.0,18,29.5,405,34585.0,65000.0,Regular Gasoline
Ford,2021,Bronco Badlands 4WD,288,0,0.0,17,18.0,404,30870.0,76975.0,Regular Gasoline
Ford,2021,Bronco Badlands 4WD,288,0,0.0,17,18.0,406,29290.0,71175.0,Regular Gasoline
Ford,2024,Bronco Badlands 4WD,286,0,0.0,17,18.0,402,28745.0,55820.0,Regular Gasoline
Ford,2023,Bronco Badlands 4WD,279,0,0.0,17,18.0,403,28155.0,55220.0,Regular Gasoline
Ford,2023,Bronco Badlands 4WD,288,0,0.0,17,18.0,397,27400.0,37460.0,Regular Gasoline
Ford,2022,Bronco Badlands 4WD,288,0,0.0,17,18.0,397,25980.0,36030.0,Regular Gasoline
Ford,2022,Bronco Badlands 4WD,288,0,0.0,17,18.0,401,29365.0,31540.0,Regular Gasoline
Ford,2024,Bronco Sasquatch 4WD,414,0,0.0,17,18.0,404,30365.0,33975.0,Regular Gasoline
Ford,2023,Bronco Sasquatch 4WD,299,0,0.0,17,18.0,404,27400.0,31600.0,Regular Gasoline
Ford,2022,Bronco Sasquatch 4WD,287,0,0.0,17,18.0,404,27020.0,32250.0,Regular Gasoline
Ford,2021,Bronco Sasquatch 4WD,287,0,0.0,17,18.0,404,26845.0,31595.0,Regular Gasoline
Ford,2024,Expedition Timberline AWD,287,0,0.0,17,23.2,463,,,Diesel
Ford,2023,Expedition Timberline AWD,287,0,0.0,17,23.2,466,33390.0,59245.0,Diesel
Ford,2022,Expedition Timberline AWD,287,0,0.0,17,23.2,463,32800.0,58645.0,Diesel
Ford,2024,Bronco Badlands 4WD,287,0,0.0,17,18.0,402,36210.0,47010.0,Regular Gasoline
Ford,2021,Bronco Badlands 4WD,287,0,0.0,17,18.0,410,31045.0,40945.0,Regular Gasoline
Ford,2024,Bronco Black Diamond 4WD,287,0,0.0,17,18.0,411,29835.0,39730.0,Regular Gasoline
Ford,2023,Bronco Black Diamond 4WD,287,0,0.0,17,18.0,404,28925.0,39035.0,Regular Gasoline
Ford,2024,Bronco Sasquatch 4WD,287,0,0.0,17,18.0,404,28570.0,38675.0,Regular Gasoline
Ford,2023,Bronco Sasquatch 4WD,287,0,0.0,17,18.0,404,28460.0,38565.0,Regular Gasoline
Ford,2024,Ranger RAPTOR 4WD,394,0,0.0,17,20.3,409,32365.0,42765.0,Regular Gasoline
Ford,2023,Bronco Badlands 4WD,394,0,0.0,17,18.0,404,,,Regular Gasoline
Ford,2022,Bronco Badlands 4WD,394,0,0.0,17,18.0,404,,,Regular Gasoline
Ford,2019,Flex AWD,287,0,0.0,17,18.6,404,,,Regular Gasoline
Ford,2019,F150 4WD FFV BASE PAYLOAD LT,287,0,0.0,17,29.5,406,,,Regular Gasoline
Ford,2020,F150 5.0L 2WD FFV GVWR>7599 LBS,287,0,0.0,17,29.5,409,28745.0,55820.0,Regular Gasoline
Ford,2019,F150 5.0L 2WD FFV GVWR>7599 LBS,287,0,0.0,17,29.5,412,28155.0,55220.0,Regular Gasoline
Ford,2023,F150 Pickup Tremor 4WD FFV,287,0,0.0,17,36.0,424,,,Regular Gasoline
Ford,2023,F150 Pickup Tremor 4WD FFV,287,0,0.0,17,36.0,414,,,Regular Gasoline
Ford,2023,Expedition Timberline AWD,345,0,0.0,17,23.2,414,,,Regular Gasoline
Ford,2022,Expedition Timberline AWD,287,0,0.0,17,23.2,424,28500.0,33995.0,Regular Gasoline
Ford,2022,Transit T150 Wagon 2WD FFV,287,0,0.0,17,25.0,426,28500.0,33995.0,Regular Gasoline
Ford,2020,Transit T150 Wagon 2WD FFV,316,0,0.0,17,25.0,417,33095.0,43265.0,Regular Gasoline
Ford,2024,Mustang,391,0,0.0,17,0.0,418,31990.0,42355.0,Regular Gasoline
Ford,2020,Mustang Bullitt,299,0,0.0,17,16.0,418,38365.0,47205.0,Regular Gasoline
Ford,2024,Mustang Dark Horse,391,0,0.0,17,0.0,421,37945.0,46485.0,Regular Gasoline
Ford,2024,Mustang Dark Horse,322,0,0.0,17,0.0,423,37945.0,46485.0,Regular Gasoline
Ford,2023,Mustang Mach 1,391,0,0.0,17,16.0,423,34745.0,43600.0,Regular Gasoline
Ford,2022,Mustang Mach 1,299,0,0.0,17,16.0,422,,,Regular Gasoline
Ford,2021,Mustang Mach 1,612,0,0.0,17,16.0,423,,,Regular Gasoline
Ford,2019,Transit T150 Wagon,468,0,0.0,16,25.0,425,36570.0,49980.0,Regular Gasoline
Ford,2021,Transit T150 Wagon 2WD FFV,612,0,0.0,16,25.0,423,,,Regular Gasoline
Ford,2023,F150 RAPTOR 4WD,468,0,0.0,16,36.0,423,,,Regular Gasoline
Ford,2022,F150 RAPTOR 4WD,394,0,0.0,16,26.0,415,,,Regular Gasoline
Ford,2021,F150 RAPTOR 4WD,394,0,0.0,16,36.0,423,,,Regular Gasoline
Ford,2020,F150 RAPTOR 4WD,425,0,0.0,16,29.5,423,,,Regular Gasoline
Ford,2019,F150 RAPTOR 4WD,300,0,0.0,16,29.5,423,,,Regular Gasoline
Ford,2020,Shelby GT350 Mustang,425,0,0.0,16,16.0,433,35885.0,80435.0,Regular Gasoline
Ford,2019,Shelby GT350 Mustang,300,0,0.0,16,16.0,432,33935.0,74600.0,Regular Gasoline
Ford,2019,F150 5.0L 4WD FFV GVWR>7599 LBS,272,0,0.0,16,29.5,423,32800.0,58645.0,Regular Gasoline
Ford,2020,Transit T150 Wagon 4WD FFV,272,0,0.0,16,25.0,420,31045.0,40945.0,Regular Gasoline
Ford,2024,F150 RAPTOR 4WD,272,0,0.0,16,29.5,420,29835.0,39730.0,Regular Gasoline
Ford,2022,Transit T150 Wagon 4WD FFV,272,0,0.0,16,25.0,431,46015.0,46015.0,Regular Gasoline
Ford,2021,Transit T150 Wagon 4WD FFV,400,0,0.0,16,25.0,433,49330.0,49330.0,Regular Gasoline
Ford,2024,Bronco Raptor 4WD,400,0,0.0,15,18.0,433,48980.0,48980.0,Regular Gasoline
Ford,2023,Bronco Raptor 4WD,300,0,0.0,15,20.8,433,48320.0,48320.0,Regular Gasoline
Ford,2022,Bronco Raptor 4WD,576,0,0.0,15,20.8,426,36760.0,54670.0,Regular Gasoline
Ford,2023,F150 RAPTOR 37 4WD,416,0,0.0,15,36.0,428,36760.0,54220.0,Regular Gasoline
Ford,2022,F150 RAPTOR 37 4WD,576,0,0.0,15,26.0,428,35510.0,53775.0,Regular Gasoline
Ford,2021,F150 RAPTOR 37 4WD,368,0,0.0,15,36.0,431,32925.0,52730.0,Regular Gasoline
Ford,2023,F150 RAPTOR 4WD,368,0,0.0,15,36.0,428,27800.0,37310.0,Regular Gasoline
Ford,2022,F150 RAPTOR 4WD,256,0,0.0,15,26.0,428,27800.0,37310.0,Regular Gasoline
Ford,2021,F150 RAPTOR 4WD,256,0,0.0,15,36.0,423,34515.0,54165.0,Regular Gasoline
Ford,2019,Transit T150 Wagon,368,0,0.0,15,25.0,431,34585.0,65000.0,Regular Gasoline
Ford,2019,Transit T150 Wagon FFV,276,0,0.0,15,25.0,426,28155.0,55220.0,Regular Gasoline
Ford,2023,F150 RAPTOR 37 4WD,400,0,0.0,15,36.0,432,34585.0,65000.0,Regular Gasoline
Ford,2022,F150 RAPTOR 37 4WD,300,0,0.0,15,26.0,438,39130.0,71105.0,Regular Gasoline
Ford,2021,F150 RAPTOR 37 4WD,368,0,0.0,15,36.0,444,39130.0,71105.0,Regular Gasoline
Ford,2022,GT,400,0,0.0,14,16.0,439,34095.0,38540.0,Regular Gasoline
Ford,2021,GT,300,0,0.0,14,16.0,440,34095.0,38540.0,Regular Gasoline
Ford,2020,GT,400,0,0.0,14,0.0,439,31300.0,51225.0,Regular Gasoline
Ford,2022,Shelby GT500 Mustang,300,0,0.0,14,16.0,437,31300.0,51225.0,Regular Gasoline
Ford,2021,Shelby GT500 Mustang,253,0,0.0,14,16.0,443,,,Regular Gasoline
Ford,2020,Shelby GT500 Mustang,312,0,0.0,14,0.0,445,36210.0,47010.0,Regular Gasoline
Ford,2019,GT,312,0,0.0,14,0.0,444,,,Regular Gasoline
Ford,2024,F150 RAPTOR R 4WD,540,0,0.0,12,29.5,444,,,Regular Gasoline
Ford,2023,F150 RAPTOR R 4WD,390,0,0.0,12,36.0,445,,,Regular Gasoline
Nissan,2019,Leaf (40 kW-hr battery pack),540,112,8.0,0,0.0,452,39130.0,71105.0,Regular Gasoline
Nissan,2024,LEAF,540,111,8.0,0,0.0,454,34095.0,38540.0,Regular Gasoline
